,GEMEENTENAAM,GESLACHT,LEEFTIJDSKLASSE,KOSTEN_FARMACIE per AANTAL_VERZEKERDEJAREN,AANTAL_VERZEKERDEJAREN
4531,WIERDEN,M,55 t/m 59 jaar,"297,01058808840054","800,9"
4532,WIJCHEN,M,55 t/m 59 jaar,"369,7887111689558","1459,85"
4533,WIJDEMEREN,M,55 t/m 59 jaar,"368,69321665124","831,89"
4534,WIJK BIJ DUURSTEDE,M,55 t/m 59 jaar,"327,8368125555483","922,62"
4535,WINSUM,M,55 t/m 59 jaar,"367,3547006231374","553,65"
4536,WINTERSWIJK,M,55 t/m 59 jaar,"556,3610884670626","1030,44"
4537,WOENSDRECHT,M,55 t/m 59 jaar,"380,60279640462267","700,9"
4538,WOERDEN,M,55 t/m 59 jaar,"453,6655333154046","1561,74"
4539,WORMERLAND,M,55 t/m 59 jaar,"321,631438563215","506,13"
4540,WOUDENBERG,M,55 t/m 59 jaar,"334,02695589759946","376,17"
4541,WOUDRICHEM,M,55 t/m 59 jaar,"346,90637935703506","516,98"
4542,ZAANSTAD,M,55 t/m 59 jaar,"457,06189615671514","4504,48"
4543,ZALTBOMMEL,M,55 t/m 59 jaar,"360,5286897821417","847,34"
4544,ZANDVOORT,M,55 t/m 59 jaar,"355,66160963687156","572,8"
4545,ZEDERIK,M,55 t/m 59 jaar,"294,72343293641876","445,1"
4546,ZEEWOLDE,M,55 t/m 59 jaar,"293,67607269634067","611,31"
4547,ZEIST,M,55 t/m 59 jaar,"340,83149510441484","1922,14"
4548,ZEVENAAR,M,55 t/m 59 jaar,"358,1670066261188","1617,84"
4549,ZOETERMEER,M,55 t/m 59 jaar,"412,84440541045456","4656,91"
4550,ZOETERWOUDE,M,55 t/m 59 jaar,"264,9841161121983","306,6"
4551,ZUIDHORN,M,55 t/m 59 jaar,"278,01269805231664","616,63"
4552,ZUIDPLAS,M,55 t/m 59 jaar,"310,41085240674124","1517,82"
4553,ZUNDERT,M,55 t/m 59 jaar,"372,0966743026856","868,69"
4554,ZUTPHEN,M,55 t/m 59 jaar,"372,1066019605236","1654,66"
4555,ZWARTEWATERLAND,M,55 t/m 59 jaar,"302,29923536404596","681,37"
4556,ZWIJNDRECHT,M,55 t/m 59 jaar,"461,6283883543162","1374,93"
4557,ZWOLLE,M,55 t/m 59 jaar,"368,5323241195998","3506,36"
4558,AA EN HUNZE,M,60 t/m 64 jaar,"486,33005908351635","1088,29"
4559,AALBURG,M,60 t/m 64 jaar,"557,735964438332","407,18"
4560,AALSMEER,M,60 t/m 64 jaar,"462,8107746233563","918,64"
4561,AALTEN,M,60 t/m 64 jaar,"528,1010781671159","882,98"
4562,ACHTKARSPELEN,M,60 t/m 64 jaar,"423,6177946306054","954,67"
4563,ALBLASSERDAM,M,60 t/m 64 jaar,"479,54560135060734","544,94"
4564,ALBRANDSWAARD,M,60 t/m 64 jaar,"467,9163767077726","781,72"
4565,ALKMAAR,M,60 t/m 64 jaar,"422,3415423839059","3443,76"
4566,ALMELO,M,60 t/m 64 jaar,"537,5150913249984","2290,72"
4567,ALMERE,M,60 t/m 64 jaar,"499,4703034388882","4657,61"
4568,ALPHEN AAN DEN RIJN,M,60 t/m 64 jaar,"462,7929334014037","3564,94"
4569,ALPHEN-CHAAM,M,60 t/m 64 jaar,"377,8474147702503","344,07"
4570,AMELAND,M,60 t/m 64 jaar,"353,98770170766096","127,66"
4571,AMERSFOORT,M,60 t/m 64 jaar,"561,7763596735225","3720,93"
4572,AMSTELVEEN,M,60 t/m 64 jaar,"483,4997507982902","2367,56"
4573,AMSTERDAM,M,60 t/m 64 jaar,"693,0190563502505","20004,88"
4574,APELDOORN,M,60 t/m 64 jaar,"460,4652747740463","5317,46"
4575,APPINGEDAM,M,60 t/m 64 jaar,"559,1929031502518","426,95"
4576,ARNHEM,M,60 t/m 64 jaar,"497,20609350460694","4157,87"
4577,ASSEN,M,60 t/m 64 jaar,"423,70966180199247","2003,56"
4578,ASTEN,M,60 t/m 64 jaar,"605,0395060560181","634,08"
4579,BAARLE-NASSAU,M,60 t/m 64 jaar,"653,6924504346127","307,17"
4580,BAARN,M,60 t/m 64 jaar,"481,76562853031766","840,93"
4581,BARENDRECHT,M,60 t/m 64 jaar,"512,3332461925711","1338,83"
4582,BARNEVELD,M,60 t/m 64 jaar,"445,11413245092075","1347,82"
4583,BEDUM,M,60 t/m 64 jaar,"496,2961786481968","418,7"
4584,BEEK,M,60 t/m 64 jaar,"515,35392825098","635,27"
4585,BEEMSTER,M,60 t/m 64 jaar,"356,8357294367193","339,44"
4586,BEESEL,M,60 t/m 64 jaar,"613,4254265510456","462,43"
4587,BERG EN DAL,M,60 t/m 64 jaar,"421,6115945304555","1327,35"
4588,BERGEIJK,M,60 t/m 64 jaar,"337,48169775947383","650,74"
4589,BERGEN LB,M,60 t/m 64 jaar,"467,5254222046366","556,01"
4590,BERGEN NH,M,60 t/m 64 jaar,"420,9613239713362","1384,32"
4591,BERGEN OP ZOOM,M,60 t/m 64 jaar,"500,21812632382154","2280,33"
4592,BERKELLAND,M,60 t/m 64 jaar,"392,47629834123785","1695,24"
4593,BERNHEZE,M,60 t/m 64 jaar,"521,7374059946578","1014,57"
4594,BEST,M,60 t/m 64 jaar,"394,0021201727219","900,87"
4595,BEUNINGEN,M,60 t/m 64 jaar,"399,5619947922563","883,3"
4596,BEVERWIJK,M,60 t/m 64 jaar,"488,4655292274962","1193,91"
4597,BINNENMAAS,M,60 t/m 64 jaar,"485,3899236331065","1082,93"
4598,BLADEL,M,60 t/m 64 jaar,"566,9397594106493","643,42"
4599,BLARICUM,M,60 t/m 64 jaar,"316,93283448069445","501,15"
4600,BLOEMENDAAL,M,60 t/m 64 jaar,"376,44648979917304","877,87"
4601,BODEGRAVEN-REEUWIJK,M,60 t/m 64 jaar,"467,05814568811354","1096,04"
4602,BOEKEL,M,60 t/m 64 jaar,"411,0905819168374","361,22"
4603,BORGER-ODOORN,M,60 t/m 64 jaar,"437,035445160318","1061,64"
4604,BORNE,M,60 t/m 64 jaar,"444,4737567650362","783,44"
4605,BORSELE,M,60 t/m 64 jaar,"465,75728900255757","742,9"
4606,BOXMEER,M,60 t/m 64 jaar,"494,37052986332156","1121,61"
4607,BOXTEL,M,60 t/m 64 jaar,"420,3160694313568","1135,51"
4608,BREDA,M,60 t/m 64 jaar,"510,294218358006","5221,7"
4609,BRIELLE,M,60 t/m 64 jaar,"503,105123119346","620,13"
4610,BRONCKHORST,M,60 t/m 64 jaar,"409,47611301843955","1444,72"
4611,BRUMMEN,M,60 t/m 64 jaar,"381,960301721974","796,76"
4612,BRUNSSUM,M,60 t/m 64 jaar,"632,9511350106376","1024,66"
4613,BUNNIK,M,60 t/m 64 jaar,"393,62393389646775","488,93"
4614,BUNSCHOTEN,M,60 t/m 64 jaar,"463,1692832303589","592,38"
4615,BUREN,M,60 t/m 64 jaar,"399,2305508820099","968,81"
4616,CAPELLE AAN DEN IJSSEL,M,60 t/m 64 jaar,"515,2184170605308","2280,82"
4617,CASTRICUM,M,60 t/m 64 jaar,"424,0400911708253","1250,4"
4618,COEVORDEN,M,60 t/m 64 jaar,"459,141216160122","1324,99"
4619,CRANENDONCK,M,60 t/m 64 jaar,"497,41769915758357","832,13"
4620,CROMSTRIJEN,M,60 t/m 64 jaar,"454,24976039119804","511,25"
4621,CUIJK,M,60 t/m 64 jaar,"475,37703961370346","873,94"
4622,CULEMBORG,M,60 t/m 64 jaar,"399,8230339154208","812,02"
4623,DALFSEN,M,60 t/m 64 jaar,"457,4977919886683","960,14"
4624,DANTUMADIEL,M,60 t/m 64 jaar,"467,84578671945735","651,63"
4625,DE BILT,M,60 t/m 64 jaar,"444,9778654256836","1437,57"
4626,DE FRYSKE MARREN,M,60 t/m 64 jaar,"486,82694939880815","1899,56"
4627,DE MARNE,M,60 t/m 64 jaar,"495,41609540801954","425,96"
4628,DE RONDE VENEN,M,60 t/m 64 jaar,"419,40473805747985","1437,72"
4629,DE WOLDEN,M,60 t/m 64 jaar,"478,16426198170313","878,84"
4630,DELFT,M,60 t/m 64 jaar,"638,0815822767403","2908,72"
4631,DELFZIJL,M,60 t/m 64 jaar,"622,2869067085618","935,67"
4632,DEN HELDER,M,60 t/m 64 jaar,"536,010159135777","2081,87"
4633,DEURNE,M,60 t/m 64 jaar,"506,34938020990796","1157,65"
4634,DEVENTER,M,60 t/m 64 jaar,"518,9686160061244","2782,31"
4635,DIEMEN,M,60 t/m 64 jaar,"533,3137708368522","769,67"
4636,DINKELLAND,M,60 t/m 64 jaar,"399,20312607587965","871,38"
4637,DOESBURG,M,60 t/m 64 jaar,"492,1130134606028","431,63"
4638,DOETINCHEM,M,60 t/m 64 jaar,"507,9032611932112","1914,33"
4639,DONGEN,M,60 t/m 64 jaar,"451,3552508403898","940,04"
4640,DONGERADEEL,M,60 t/m 64 jaar,"533,4991037924409","775,49"
4641,DORDRECHT,M,60 t/m 64 jaar,"553,240370581205","3706,61"
4642,DRECHTERLAND,M,60 t/m 64 jaar,"277,52626539860853","783,35"
4643,DRIMMELEN,M,60 t/m 64 jaar,"449,84611409005754","1083,53"
4644,DRONTEN,M,60 t/m 64 jaar,"484,59152106189896","1107,45"
4645,DRUTEN,M,60 t/m 64 jaar,"431,53434487010435","583,93"
4646,DUIVEN,M,60 t/m 64 jaar,"425,6996590025826","797,66"
4647,ECHT-SUSTEREN,M,60 t/m 64 jaar,"604,084389668783","1365,57"
4648,EDAM-VOLENDAM,M,60 t/m 64 jaar,"580,19366741231","1300,89"
4649,EDE,M,60 t/m 64 jaar,"517,1690826420814","3180,22"
4650,EEMNES,M,60 t/m 64 jaar,"378,8946707676856","318,62"
4651,EEMSMOND,M,60 t/m 64 jaar,"669,7490947850213","637,97"
4652,EERSEL,M,60 t/m 64 jaar,"436,39263182132163","651,45"
4653,EIJSDEN-MARGRATEN,M,60 t/m 64 jaar,"538,5886974640443","983,85"
4654,EINDHOVEN,M,60 t/m 64 jaar,"508,70386295906627","5902,47"
4655,ELBURG,M,60 t/m 64 jaar,"574,0272217318261","702,38"
4656,EMMEN,M,60 t/m 64 jaar,"494,5602636511024","3953,71"
4657,ENKHUIZEN,M,60 t/m 64 jaar,"468,3722526645391","664,28"
4658,ENSCHEDE,M,60 t/m 64 jaar,"487,17728918982766","4572,36"
4659,EPE,M,60 t/m 64 jaar,"479,0308298933102","1189,43"
4660,ERMELO,M,60 t/m 64 jaar,"513,385358452672","916,16"
4661,ETTEN-LEUR,M,60 t/m 64 jaar,"557,2494894532696","1459,22"
4662,FERWERDERADIEL,M,60 t/m 64 jaar,"283,0727318723713","316,23"
4663,GEERTRUIDENBERG,M,60 t/m 64 jaar,"375,9325287132568","770,55"
4664,GELDERMALSEN,M,60 t/m 64 jaar,"486,3057524721181","885,88"
4665,GELDROP-MIERLO,M,60 t/m 64 jaar,"532,4858822045281","1347,59"
4666,GEMERT-BAKEL,M,60 t/m 64 jaar,"433,56152552736165","1046,72"
4667,GENNEP,M,60 t/m 64 jaar,"438,8176545579356","713,81"
4668,GIESSENLANDEN,M,60 t/m 64 jaar,"425,11904487253435","520,14"
4669,GILZE EN RIJEN,M,60 t/m 64 jaar,"507,3001260902639","959,63"
4670,GOEREE-OVERFLAKKEE,M,60 t/m 64 jaar,"627,1679309930272","1663,6"
4671,GOES,M,60 t/m 64 jaar,"527,803208174905","1262,4"
4672,GOIRLE,M,60 t/m 64 jaar,"461,04873629094277","949,19"
4673,GOOISE MEREN,M,60 t/m 64 jaar,"490,73592464459114","1719,85"
4674,GORINCHEM,M,60 t/m 64 jaar,"467,88100053536374","1008,66"
4675,GOUDA,M,60 t/m 64 jaar,"464,76692098985745","2196,68"
4676,GRAVE,M,60 t/m 64 jaar,"347,1827966735401","441,31"
4677,GRONINGEN,M,60 t/m 64 jaar,"518,0661174437054","4651,42"
4678,GROOTEGAST,M,60 t/m 64 jaar,"368,77796416317193","393,45"
4679,GULPEN-WITTEM,M,60 t/m 64 jaar,"432,46546968425014","583,69"
4680,HAAKSBERGEN,M,60 t/m 64 jaar,"335,28218404879357","857,49"
4681,HAAREN,M,60 t/m 64 jaar,"377,9335191353409","588,44"
4682,HAARLEM,M,60 t/m 64 jaar,"507,9988777739956","4553,45"
4683,HAARLEMMERLIEDE CA,M,60 t/m 64 jaar,"370,9971502849715","200,02"
4684,HAARLEMMERMEER,M,60 t/m 64 jaar,"480,0756469971729","4446,31"
4685,HALDERBERGE,M,60 t/m 64 jaar,"584,5267512458763","1139,76"
4686,HARDENBERG,M,60 t/m 64 jaar,"494,76352707591053","1838,35"
4687,HARDERWIJK,M,60 t/m 64 jaar,"608,0973907249879","1290,78"
4688,HARDINXVELD-GIESSENDAM,M,60 t/m 64 jaar,"424,3129689383042","514,46"
4689,HAREN,M,60 t/m 64 jaar,"389,301038327633","652,01"
4690,HARLINGEN,M,60 t/m 64 jaar,"445,91412566808276","583,76"
4691,HATTEM,M,60 t/m 64 jaar,"339,9537258309798","414,27"
4692,HEEMSKERK,M,60 t/m 64 jaar,"381,0125310798867","1210,59"
4693,HEEMSTEDE,M,60 t/m 64 jaar,"442,2197694883242","931,84"
4694,HEERDE,M,60 t/m 64 jaar,"524,6345928552461","640,19"
4695,HEERENVEEN,M,60 t/m 64 jaar,"446,74357908838874","1612,31"
4696,HEERHUGOWAARD,M,60 t/m 64 jaar,"558,8140510468262","1556,61"
4697,HEERLEN,M,60 t/m 64 jaar,"691,8325004280282","3095,59"
4698,HEEZE-LEENDE,M,60 t/m 64 jaar,"461,6083700139898","586,14"
4699,HEILOO,M,60 t/m 64 jaar,"368,3508177273112","826,07"
4700,HELLENDOORN,M,60 t/m 64 jaar,"474,6811075622584","1249,23"
4701,HELLEVOETSLUIS,M,60 t/m 64 jaar,"509,9226791838248","1510,46"
4702,HELMOND,M,60 t/m 64 jaar,"490,9864858279258","2667,57"
4703,HENDRIK-IDO-AMBACHT,M,60 t/m 64 jaar,"554,2111579166342","769,14"
4704,HENGELO,M,60 t/m 64 jaar,"518,1209387212601","2520,45"
4705,HEUMEN,M,60 t/m 64 jaar,"578,7983836384628","606,3"
4706,HEUSDEN,M,60 t/m 64 jaar,"409,09531644106625","1470,89"
4707,HILLEGOM,M,60 t/m 64 jaar,"632,3558638534483","726,57"
4708,HILVARENBEEK,M,60 t/m 64 jaar,"382,3196053352823","547,3"
4709,HILVERSUM,M,60 t/m 64 jaar,"464,7726186371149","2523,03"
4710,HOF VAN TWENTE,M,60 t/m 64 jaar,"476,16151856000255","1267,78"
4711,HOLLANDS KROON,M,60 t/m 64 jaar,"396,2144099887422","1758,78"
4712,HOOGEVEEN,M,60 t/m 64 jaar,"479,64117670162204","1782,27"
4713,HOORN,M,60 t/m 64 jaar,"443,93422083007044","2451,84"
4714,HORST AAN DE MAAS,M,60 t/m 64 jaar,"505,43853852746827","1446,76"
4715,HOUTEN,M,60 t/m 64 jaar,"495,9965839460785","1305,6"
4716,HUIZEN,M,60 t/m 64 jaar,"488,1129649734301","1575,09"
4717,HULST,M,60 t/m 64 jaar,"568,4299384129893","982,35"
4718,IJSSELSTEIN,M,60 t/m 64 jaar,"618,9803175951989","941,45"
4719,KAAG EN BRAASSEM,M,60 t/m 64 jaar,"483,7315340324902","972,6"
4720,KAMPEN,M,60 t/m 64 jaar,"435,8370172910663","1388,0"
4721,KAPELLE,M,60 t/m 64 jaar,"411,2718744542302","400,81"
4722,KATWIJK,M,60 t/m 64 jaar,"475,91586914865945","1883,97"
4723,KERKRADE,M,60 t/m 64 jaar,"592,6027316085308","1738,17"
4724,KOGGENLAND,M,60 t/m 64 jaar,"368,14224442549045","820,7"
4725,KOLLUMERLAND CA,M,60 t/m 64 jaar,"448,6295880060257","418,21"
4726,KORENDIJK,M,60 t/m 64 jaar,"328,29711934156376","388,8"
4727,KRIMPEN AAN DEN IJSSEL,M,60 t/m 64 jaar,"453,4073690425631","965,39"
4728,KRIMPENERWAARD,M,60 t/m 64 jaar,"455,95227579370544","1815,85"
4729,LAARBEEK,M,60 t/m 64 jaar,"483,1389181823568","843,95"
4730,LANDERD,M,60 t/m 64 jaar,"415,647583830574","594,95"
4731,LANDGRAAF,M,60 t/m 64 jaar,"591,1966340008521","1455,14"
4732,LANDSMEER,M,60 t/m 64 jaar,"376,42368131580326","381,82"
4733,LANGEDIJK,M,60 t/m 64 jaar,"347,09721465884104","991,62"
4734,LANSINGERLAND,M,60 t/m 64 jaar,"439,2219485608632","1449,48"
4735,LAREN,M,60 t/m 64 jaar,"409,9782529638519","412,47"
4736,LEEK,M,60 t/m 64 jaar,"417,5283504396671","680,06"
4737,LEERDAM,M,60 t/m 64 jaar,"501,9632242661688","653,42"
4738,LEEUWARDEN,M,60 t/m 64 jaar,"471,783360645898","3581,99"
4739,LEIDEN,M,60 t/m 64 jaar,"445,78253963478835","3324,1"
4740,LEIDERDORP,M,60 t/m 64 jaar,"466,90654271759905","847,66"
4741,LEIDSCHENDAM-VOORBURG,M,60 t/m 64 jaar,"524,4207260254166","2489,72"
4742,LELYSTAD,M,60 t/m 64 jaar,"529,3017100659262","2689,37"
4743,LEUDAL,M,60 t/m 64 jaar,"581,1466882802946","1406,52"
4744,LEUSDEN,M,60 t/m 64 jaar,"474,69920876322516","989,59"
4745,LINGEWAAL,M,60 t/m 64 jaar,"494,44830897811926","385,27"
4746,LINGEWAARD,M,60 t/m 64 jaar,"479,36472029996577","1778,87"
4747,LISSE,M,60 t/m 64 jaar,"392,23969082175637","772,37"
4748,LOCHEM,M,60 t/m 64 jaar,"326,8351020603279","1255,14"
4749,LOON OP ZAND,M,60 t/m 64 jaar,"619,6457246593285","870,34"
4750,LOPIK,M,60 t/m 64 jaar,"340,2179980642402","444,27"
4751,LOPPERSUM,M,60 t/m 64 jaar,"477,11978354364567","423,18"
4752,LOSSER,M,60 t/m 64 jaar,"434,38361230050606","924,84"
4753,MAASDRIEL,M,60 t/m 64 jaar,"502,40172736328077","823,22"
4754,MAASGOUW,M,60 t/m 64 jaar,"520,9680703795843","996,88"
4755,MAASSLUIS,M,60 t/m 64 jaar,"512,9174238973512","1295,29"
4756,MAASTRICHT,M,60 t/m 64 jaar,"594,1770675229864","3986,05"
4757,MARUM,M,60 t/m 64 jaar,"364,19407894736844","328,32"
4758,MEDEMBLIK,M,60 t/m 64 jaar,"402,0503594637687","1737,31"
4759,MEERSSEN,M,60 t/m 64 jaar,"516,3470242509131","728,22"
4760,MEIERIJSTAD,M,60 t/m 64 jaar,"416,372598317881","2788,15"
4761,MEPPEL,M,60 t/m 64 jaar,"450,58222084238844","1062,93"
4762,MIDDELBURG,M,60 t/m 64 jaar,"417,7741498092034","1548,77"
4763,MIDDEN-DELFLAND,M,60 t/m 64 jaar,"302,68027717626677","577,25"
4764,MIDDEN-DRENTHE,M,60 t/m 64 jaar,"497,7900179161647","1294,92"
4765,MIDDEN-GRONINGEN,M,60 t/m 64 jaar,"517,444782312397","2318,46"
4766,MILL EN SINT HUBERT,M,60 t/m 64 jaar,"443,41595571319016","417,28"
4767,MOERDIJK,M,60 t/m 64 jaar,"518,4202581742069","1399,83"
4768,MOLENWAARD,M,60 t/m 64 jaar,"426,30906879581977","887,99"
4769,MONTFERLAND,M,60 t/m 64 jaar,"503,4877686570818","1225,54"
4770,MONTFOORT,M,60 t/m 64 jaar,"386,8163011426465","434,08"
4771,MOOK EN MIDDELAAR,M,60 t/m 64 jaar,"309,2275996990218","332,25"
4772,NEDER-BETUWE,M,60 t/m 64 jaar,"527,4878140571136","664,29"
4773,NEDERWEERT,M,60 t/m 64 jaar,"593,2940132271391","636,57"
4774,NEERIJNEN,M,60 t/m 64 jaar,"500,6301211326287","388,83"
4775,NIEUWEGEIN,M,60 t/m 64 jaar,"513,6393948126802","2429,0"
4776,NIEUWKOOP,M,60 t/m 64 jaar,"362,3438347651973","1013,83"
4777,NIJKERK,M,60 t/m 64 jaar,"405,76291385470427","1259,5"
4778,NIJMEGEN,M,60 t/m 64 jaar,"492,7247371189959","4542,93"
4779,NISSEWAARD,M,60 t/m 64 jaar,"492,6253923782251","2905,36"
4780,NOORD-BEVELAND,M,60 t/m 64 jaar,"363,258063495078","315,93"
4781,NOORDENVELD,M,60 t/m 64 jaar,"460,62500000000006","1199,12"
4782,NOORDOOSTPOLDER,M,60 t/m 64 jaar,"410,62972779369625","1396,0"
4783,NOORDWIJK,M,60 t/m 64 jaar,"377,30714829141795","933,23"
4784,NOORDWIJKERHOUT,M,60 t/m 64 jaar,"485,4744894341228","564,08"
4785,NUENEN CA,M,60 t/m 64 jaar,"366,98551597976973","929,3"
4786,NUNSPEET,M,60 t/m 64 jaar,"470,164141510031","790,05"
4787,NUTH,M,60 t/m 64 jaar,"520,2805453503657","593,38"
4788,OEGSTGEEST,M,60 t/m 64 jaar,"443,58324485341825","678,12"
4789,OIRSCHOT,M,60 t/m 64 jaar,"406,13445898161245","678,72"
4790,OISTERWIJK,M,60 t/m 64 jaar,"710,9440894568689","913,96"
4791,OLDAMBT,M,60 t/m 64 jaar,"551,1799010624255","1560,58"
4792,OLDEBROEK,M,60 t/m 64 jaar,"434,0900382359745","734,91"
4793,OLDENZAAL,M,60 t/m 64 jaar,"526,1210026838809","1140,14"
4794,OLST-WIJHE,M,60 t/m 64 jaar,"537,6966213752319","630,73"
4795,OMMEN,M,60 t/m 64 jaar,"456,76222780966833","632,37"
4796,ONDERBANKEN,M,60 t/m 64 jaar,"421,8443730764084","298,92"
4797,OOST GELRE,M,60 t/m 64 jaar,"435,4335927812434","1048,38"
4798,OOSTERHOUT,M,60 t/m 64 jaar,"474,5877178938099","1998,68"
4799,OOSTSTELLINGWERF,M,60 t/m 64 jaar,"497,290172267721","991,48"
4800,OOSTZAAN,M,60 t/m 64 jaar,"329,8825076432493","304,19"
4801,OPMEER,M,60 t/m 64 jaar,"518,7058719490626","395,78"
4802,OPSTERLAND,M,60 t/m 64 jaar,"587,7491595917584","990,59"
4803,OSS,M,60 t/m 64 jaar,"512,8882043366311","3006,02"
4804,OUD-BEIJERLAND,M,60 t/m 64 jaar,"444,37247405789185","823,95"
4805,OUDE IJSSELSTREEK,M,60 t/m 64 jaar,"460,83421657136074","1432,23"
4806,OUDER-AMSTEL,M,60 t/m 64 jaar,"509,33890636888975","486,27"
4807,OUDEWATER,M,60 t/m 64 jaar,"340,97713916494877","325,01"
4808,OVERBETUWE,M,60 t/m 64 jaar,"430,0922640691197","1498,85"
4809,PAPENDRECHT,M,60 t/m 64 jaar,"500,72989596780315","1053,52"
4810,PEEL EN MAAS,M,60 t/m 64 jaar,"482,0460229246266","1669,82"
4811,PEKELA,M,60 t/m 64 jaar,"559,3514533562551","506,07"
4812,PIJNACKER-NOOTDORP,M,60 t/m 64 jaar,"426,7308276642077","1184,78"
4813,PURMEREND,M,60 t/m 64 jaar,"438,59048931177745","2322,65"
4814,PUTTEN,M,60 t/m 64 jaar,"461,2861176599595","729,56"
4815,RAALTE,M,60 t/m 64 jaar,"443,17111926098704","1303,36"
4816,REIMERSWAAL,M,60 t/m 64 jaar,"653,8480120958043","582,02"
4817,RENKUM,M,60 t/m 64 jaar,"693,020450956755","1177,94"
4818,RENSWOUDE,M,60 t/m 64 jaar,"631,2493487160402","134,35"
4819,REUSEL-DE MIERDEN,M,60 t/m 64 jaar,"579,0717247445134","477,52"
4820,RHEDEN,M,60 t/m 64 jaar,"359,0699688209601","1440,07"
4821,RHENEN,M,60 t/m 64 jaar,"378,95030172202326","611,49"
4822,RIDDERKERK,M,60 t/m 64 jaar,"476,37884285951117","1628,67"
4823,RIJSSEN-HOLTEN,M,60 t/m 64 jaar,"519,2082314351151","1030,44"
4824,RIJSWIJK,M,60 t/m 64 jaar,"626,0187010544212","1658,73"
4825,ROERDALEN,M,60 t/m 64 jaar,"470,2823338842252","913,67"
4826,ROERMOND,M,60 t/m 64 jaar,"593,9419540609304","1969,13"
4827,ROOSENDAAL,M,60 t/m 64 jaar,"566,1617023508084","2669,72"
4828,ROTTERDAM,M,60 t/m 64 jaar,"588,0430842822564","16322,89"
4829,ROZENDAAL,M,60 t/m 64 jaar,"347,3560869565217","46,0"
4830,RUCPHEN,M,60 t/m 64 jaar,"595,8384237619076","845,05"
4831,S GRAVENHAGE,M,60 t/m 64 jaar,"640,7675335052344","13228,53"
4832,S HERTOGENBOSCH,M,60 t/m 64 jaar,"502,5135720172224","4647,43"
4833,SCHAGEN,M,60 t/m 64 jaar,"389,37760606990435","1792,45"
4834,SCHERPENZEEL,M,60 t/m 64 jaar,"318,8033365179687","272,14"
4835,SCHIEDAM,M,60 t/m 64 jaar,"568,0800328488274","2350,16"
4836,SCHIERMONNIKOOG,M,60 t/m 64 jaar,"219,6025581395349","43,0"
4837,SCHINNEN,M,60 t/m 64 jaar,"550,7229588919831","542,23"
4838,SCHOUWEN-DUIVELAND,M,60 t/m 64 jaar,"488,3287554087241","1368,16"
4839,SIMPELVELD,M,60 t/m 64 jaar,"504,22084466485364","375,06"
4840,SINT ANTHONIS,M,60 t/m 64 jaar,"490,89961484679736","407,63"
4841,SINT-MICHIELSGESTEL,M,60 t/m 64 jaar,"412,4196352208764","1005,54"
4842,SITTARD-GELEEN,M,60 t/m 64 jaar,"597,2805418704748","3405,98"
4843,SLIEDRECHT,M,60 t/m 64 jaar,"573,5694953323506","712,35"
4844,SLUIS,M,60 t/m 64 jaar,"521,9223086874706","1020,32"
4845,SMALLINGERLAND,M,60 t/m 64 jaar,"456,7594682303705","1691,71"
4846,SOEST,M,60 t/m 64 jaar,"412,02955205703626","1576,54"
4847,SOMEREN,M,60 t/m 64 jaar,"349,81235678374776","584,78"
4848,SON EN BREUGEL,M,60 t/m 64 jaar,"388,3453765795356","438,42"
4849,STADSKANAAL,M,60 t/m 64 jaar,"499,0497816593887","1122,1"
4850,STAPHORST,M,60 t/m 64 jaar,"495,97759832656334","411,13"
4851,STEDE BROEC,M,60 t/m 64 jaar,"453,3859010987628","794,53"
4852,STEENBERGEN,M,60 t/m 64 jaar,"545,8441300373579","880,67"
4853,STEENWIJKERLAND,M,60 t/m 64 jaar,"454,44521039686236","1504,3"
4854,STEIN,M,60 t/m 64 jaar,"555,2956319668857","1101,64"
4855,STICHTSE VECHT,M,60 t/m 64 jaar,"450,50073987326834","2203,08"
4856,STRIJEN,M,60 t/m 64 jaar,"533,6195412372692","330,89"
4857,SUDWEST-FRYSLAN,M,60 t/m 64 jaar,"405,7180434361063","3094,2"
4858,TEN BOER,M,60 t/m 64 jaar,"457,2207955393254","254,67"
4859,TERNEUZEN,M,60 t/m 64 jaar,"545,6395039633109","1966,79"
4860,TERSCHELLING,M,60 t/m 64 jaar,"273,05005376344087","186,0"
4861,TEXEL,M,60 t/m 64 jaar,"522,9610244785287","547,01"
4862,TEYLINGEN,M,60 t/m 64 jaar,"375,00876727655026","1036,81"
4863,THOLEN,M,60 t/m 64 jaar,"522,6624346336287","782,13"
4864,TIEL,M,60 t/m 64 jaar,"514,1829373716791","1295,58"
4865,TILBURG,M,60 t/m 64 jaar,"662,8137351687565","5966,29"
4866,TUBBERGEN,M,60 t/m 64 jaar,"480,21953823356006","627,59"
4867,TWENTERAND,M,60 t/m 64 jaar,"694,3022126542197","1035,86"
4868,TYNAARLO,M,60 t/m 64 jaar,"377,80706446475557","1155,36"
4869,TYTSJERKSTERADIEL,M,60 t/m 64 jaar,"437,0065450052594","1197,86"
4870,UDEN,M,60 t/m 64 jaar,"472,70446333043986","1486,11"
4871,UITGEEST,M,60 t/m 64 jaar,"381,2292306520801","393,97"
4872,UITHOORN,M,60 t/m 64 jaar,"393,17277820687286","815,67"
4873,URK,M,60 t/m 64 jaar,"438,1795112506234","340,87"
4874,UTRECHT,M,60 t/m 64 jaar,"563,9237583311215","6141,13"
